Question,Logical Formula,Sparql Query
166. List out all actors who have their birth place as Berlin .,(fb:phrase.prop.artist (fb:phrase.prop.birthPlace fb:phrase.Air_Berlin)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:birthPlace dbr:Air_Berlin . ?x2 dbo:artist ?x1 }
167. Who is Texas governor ?,((reverse fb:phrase.prop.employer) fb:phrase.Texas),SELECT DISTINCT ?x1 WHERE { dbr:Texas dbo:employer ?x1 }
167. Who is Texas governor ?,((reverse fb:phrase.prop.governor) fb:phrase.Texas),SELECT DISTINCT ?x1 WHERE { dbr:Texas dbo:governor ?x1 }
167. Who is Texas governor ?,((reverse fb:phrase.prop.employer) fb:phrase.Woodlake_Texas),"SELECT DISTINCT ?x1 WHERE { dbr:Woodlake,_Texas dbo:employer ?x1 }"
168. Can you please tell me the name of the host of BBC Wildlife Specials ?,((reverse fb:phrase.prop.broadcastNetwork) fb:phrase.BBC),SELECT DISTINCT ?x1 WHERE { dbr:BBC dbo:broadcastNetwork ?x1 }
168. Can you please tell me the name of the host of BBC Wildlife Specials ?,((reverse fb:phrase.prop.broadcastNetwork) fb:phrase.BBC_Two),SELECT DISTINCT ?x1 WHERE { dbr:BBC_Two dbo:broadcastNetwork ?x1 }
168. Can you please tell me the name of the host of BBC Wildlife Specials ?,((reverse fb:phrase.prop.broadcastNetwork) fb:phrase.BBC_East),SELECT DISTINCT ?x1 WHERE { dbr:BBC_East dbo:broadcastNetwork ?x1 }
169. What is the name of Canada capital city ?,(and fb:phrase.Canada (fb:phrase.prop.capital (fb:rdf.type.prop fb:nounphrase.City))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 rdf:type dbr:Hit! . dbr:Canada dbo:capital ?x1 . FILTER (?x2 = dbr:Canada) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
169. What is the name of Canada capital city ?,(and fb:phrase.Canada (fb:phrase.prop.capital (fb:rdf.type.prop fb:nounphrase.Place))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 rdf:type dbr:Alliance . dbr:Canada dbo:capital ?x1 . FILTER (?x2 = dbr:Canada) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
169. What is the name of Canada capital city ?,(and fb:phrase.Canada (fb:phrase.prop.capital (fb:rdf.type.prop fb:nounphrase.City))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 rdf:type dbr:Hit! . dbr:Canada dbo:capital ?x1 . FILTER (?x2 = dbr:Canada) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
170. Did Che Guevara have a son or daughter or both ?,((reverse fb:phrase.prop.child) fb:phrase.Che_Guevara),SELECT DISTINCT ?x1 WHERE { dbr:Che_Guevara dbo:child ?x1 }
170. Did Che Guevara have a son or daughter or both ?,((reverse fb:phrase.prop.author) fb:phrase.Che_Guevara),SELECT DISTINCT ?x1 WHERE { dbr:Che_Guevara dbo:author ?x1 }
170. Did Che Guevara have a son or daughter or both ?,((reverse fb:phrase.prop.spouse) fb:phrase.Che_Guevara),SELECT DISTINCT ?x1 WHERE { dbr:Che_Guevara dbo:spouse ?x1 }
171. List out all Frisian islands that are in the territory of Netherlands .,(and fb:phrase.Frisian_Islands ((reverse fb:phrase.prop.country) fb:phrase.Netherlands)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Netherlands dbo:country dbr:Frisian_Islands . FILTER (?x1 = dbr:Frisian_Islands) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
171. List out all Frisian islands that are in the territory of Netherlands .,(and fb:phrase.Frisian_Islands ((reverse fb:phrase.prop.country) fb:phrase.Walem_Netherlands)),"SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Walem,_Netherlands dbo:country dbr:Frisian_Islands . FILTER (?x1 = dbr:Frisian_Islands) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }"
171. List out all Frisian islands that are in the territory of Netherlands .,(and fb:phrase.Frisian_Islands ((reverse fb:phrase.prop.country) fb:phrase.Strype_Netherlands)),"SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Strype,_Netherlands dbo:country dbr:Frisian_Islands . FILTER (?x1 = dbr:Frisian_Islands) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }"
172. What is the height of Claudia Schiffer ?,((reverse fb:phrase.prop.height) fb:phrase.Claudia_Schiffer),SELECT DISTINCT ?x1 WHERE { dbr:Claudia_Schiffer dbo:height ?x1 }
172. What is the height of Claudia Schiffer ?,((reverse fb:phrase.prop.height) fb:phrase.Schiffer),SELECT DISTINCT ?x1 WHERE { dbr:Schiffer dbo:height ?x1 }
172. What is the height of Claudia Schiffer ?,((reverse fb:phrase.prop.height) fb:phrase.Ervin_Schiffer),SELECT DISTINCT ?x1 WHERE { dbr:Ervin_Schiffer dbo:height ?x1 }
173. Where does prime minister of Spain live ?,((reverse fb:phrase.prop.primeMinister) ((reverse fb:phrase.prop.party) fb:phrase.Spain)),SELECT DISTINCT ?x2 WHERE { dbr:Spain dbo:party ?x1 . ?x1 dbo:primeMinister ?x2 }
173. Where does prime minister of Spain live ?,((reverse fb:phrase.prop.primeMinister) ((reverse fb:phrase.prop.recordedIn) fb:phrase.Spain)),SELECT DISTINCT ?x2 WHERE { dbr:Spain dbo:recordedIn ?x1 . ?x1 dbo:primeMinister ?x2 }
173. Where does prime minister of Spain live ?,((reverse fb:phrase.prop.primeMinister) ((reverse fb:phrase.prop.party) fb:phrase.Vilches_Spain)),"SELECT DISTINCT ?x2 WHERE { dbr:Vilches,_Spain dbo:party ?x1 . ?x1 dbo:primeMinister ?x2 }"
174. What are the names of lakes in Denmark ?,((reverse fb:phrase.prop.otherName) (fb:phrase.prop.lake fb:phrase.Denmark)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:lake dbr:Denmark . ?x1 dbo:otherName ?x2 }
174. What are the names of lakes in Denmark ?,((reverse fb:phrase.prop.otherName) (fb:phrase.prop.lake fb:phrase.1869_in_Denmark)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:lake dbr:1869_in_Denmark . ?x1 dbo:otherName ?x2 }
174. What are the names of lakes in Denmark ?,((reverse fb:phrase.prop.otherName) (fb:phrase.prop.lake fb:phrase.1786_in_Denmark)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:lake dbr:1786_in_Denmark . ?x1 dbo:otherName ?x2 }
175. Penn State University is located in which state ?,(and fb:phrase.Penn_State_University_Creamery (fb:phrase.prop.location (fb:rdf.type.prop fb:nounphrase.Country))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 rdf:type dbo:country . dbr:Penn_State_University_Creamery dbo:location ?x1 . FILTER (?x2 = dbr:Penn_State_University_Creamery) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
175. Penn State University is located in which state ?,(and fb:phrase.Penn_State_University_Creamery (fb:phrase.prop.locatedInArea (fb:rdf.type.prop fb:nounphrase.Country))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 rdf:type dbo:country . dbr:Penn_State_University_Creamery dbo:locatedInArea ?x1 . FILTER (?x2 = dbr:Penn_State_University_Creamery) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
175. Penn State University is located in which state ?,(and fb:phrase.Penn_State_University_Creamery (fb:phrase.prop.part (fb:rdf.type.prop fb:nounphrase.Country))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 rdf:type dbo:country . dbr:Penn_State_University_Creamery dbo:part ?x1 . FILTER (?x2 = dbr:Penn_State_University_Creamery) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
176. How did  Bruce Carver die ?,((reverse fb:phrase.prop.deathCause) fb:phrase.Bruce_Carver),SELECT DISTINCT ?x1 WHERE { dbr:Bruce_Carver dbo:deathCause ?x1 }
176. How did  Bruce Carver die ?,((reverse fb:phrase.prop.flag) fb:phrase.Bruce_Carver),SELECT DISTINCT ?x1 WHERE { dbr:Bruce_Carver dbo:flag ?x1 }
176. How did  Bruce Carver die ?,((reverse fb:phrase.prop.voice) fb:phrase.Bruce_Carver),SELECT DISTINCT ?x1 WHERE { dbr:Bruce_Carver dbo:voice ?x1 }
177. Gus Fring's role in Breaking Bad was played by whom?,(and fb:phrase.Gus_Fring ((reverse fb:phrase.prop.plays) fb:phrase.Breaking_Bad)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Breaking_Bad dbo:plays dbr:Gus_Fring . FILTER (?x1 = dbr:Gus_Fring) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
177. Gus Fring's role in Breaking Bad was played by whom?,(and fb:phrase.Gus_Fring ((reverse fb:phrase.prop.plays) fb:phrase.Breaking_Bad)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Breaking_Bad dbo:plays dbr:Gus_Fring . FILTER (?x1 = dbr:Gus_Fring) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
177. Gus Fring's role in Breaking Bad was played by whom?,(and fb:phrase.Gus_Fring ((reverse fb:phrase.prop.plays) fb:phrase.Breaking_Bad_season_3)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Breaking_Bad_(season_3) dbo:plays dbr:Gus_Fring . FILTER (?x1 = dbr:Gus_Fring) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
178. Name all the actors who worked with Director  William Shartner,(fb:phrase.prop.artist (fb:phrase.prop.service fb:phrase.William_Morrison_director)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:service dbr:William_Morrison_(director) . ?x2 dbo:artist ?x1 }
178. Name all the actors who worked with Director  William Shartner,(fb:phrase.prop.artist (fb:phrase.prop.service fb:phrase.Director)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:service dbr:Director . ?x2 dbo:artist ?x1 }
178. Name all the actors who worked with Director  William Shartner,(fb:phrase.prop.artist (fb:phrase.prop.service fb:phrase.Film_director)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:service dbr:Film_director . ?x2 dbo:artist ?x1 }
179. Where does Sylvester Stallone live ?,((reverse fb:phrase.prop.party) fb:phrase.Sylvester_Stallone),SELECT DISTINCT ?x1 WHERE { dbr:Sylvester_Stallone dbo:party ?x1 }
179. Where does Sylvester Stallone live ?,((reverse fb:phrase.prop.recordedIn) fb:phrase.Sylvester_Stallone),SELECT DISTINCT ?x1 WHERE { dbr:Sylvester_Stallone dbo:recordedIn ?x1 }
179. Where does Sylvester Stallone live ?,((reverse fb:phrase.prop.party) fb:phrase.Sage_Stallone),SELECT DISTINCT ?x1 WHERE { dbr:Sage_Stallone dbo:party ?x1 }
180. List out official languages spoken in Philippines .,(fb:phrase.prop.officialLanguage (fb:phrase.prop.spokenIn fb:phrase.Philippines)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:spokenIn dbr:Philippines . ?x2 dbo:officialLanguage ?x1 }
180. List out official languages spoken in Philippines .,(fb:phrase.prop.officialLanguage (fb:phrase.prop.spokenIn fb:phrase.Commonwealth_of_the_Philippines)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:spokenIn dbr:Commonwealth_of_the_Philippines . ?x2 dbo:officialLanguage ?x1 }
180. List out official languages spoken in Philippines .,(fb:phrase.prop.officialLanguage (fb:phrase.prop.spokenIn fb:phrase.The_Philippine_Star)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:spokenIn dbr:The_Philippine_Star . ?x2 dbo:officialLanguage ?x1 }
181. Who writes the Farmers' Almanac?,(fb:phrase.prop.writer fb:phrase.Almanac),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:writer dbr:Almanac }
181. Who writes the Farmers' Almanac?,(fb:phrase.prop.writer fb:phrase.Schotts_Almanac),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:writer dbr:Schott's_Almanac }
181. Who writes the Farmers' Almanac?,(fb:phrase.prop.writer fb:phrase.Almanac_of_Fall),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:writer dbr:Almanac_of_Fall }
182. Give me all people that were born in Vienna and died in Berlin.,(and (fb:rdf.type.prop fb:nounphrase.Country) (and (fb:phrase.prop.birthPlace fb:phrase.Vienna) (fb:phrase.prop.deathPlace fb:phrase.Berlin))),SELECT DISTINCT ?x1 WHERE { ?x1 rdf:type dbo:country . ?x1 dbo:birthPlace dbr:Vienna . ?x1 dbo:deathPlace dbr:Berlin }
182. Give me all people that were born in Vienna and died in Berlin.,(and (fb:rdf.type.prop fb:nounphrase.Country) (and (fb:phrase.prop.birthPlace fb:phrase.Vienna) (fb:phrase.prop.deathPlace fb:phrase.In_Berlin))),SELECT DISTINCT ?x1 WHERE { ?x1 rdf:type dbo:country . ?x1 dbo:birthPlace dbr:Vienna . ?x1 dbo:deathPlace dbr:In_Berlin }
182. Give me all people that were born in Vienna and died in Berlin.,(and (fb:rdf.type.prop fb:nounphrase.Country) (and (fb:phrase.prop.birthPlace fb:phrase.Vienna) (fb:phrase.prop.deathPlace fb:phrase.Air_Berlin))),SELECT DISTINCT ?x1 WHERE { ?x1 rdf:type dbo:country . ?x1 dbo:birthPlace dbr:Vienna . ?x1 dbo:deathPlace dbr:Air_Berlin }
183. Give me the currency of China.,((reverse fb:phrase.prop.currency) fb:phrase.China),SELECT DISTINCT ?x1 WHERE { dbr:China dbo:currency ?x1 }
183. Give me the currency of China.,((reverse fb:phrase.prop.currency) fb:phrase.On_China),SELECT DISTINCT ?x1 WHERE { dbr:On_China dbo:currency ?x1 }
183. Give me the currency of China.,((reverse fb:phrase.prop.currency) fb:phrase.Chinas),SELECT DISTINCT ?x1 WHERE { dbr:Chinas dbo:currency ?x1 }
184. Who is the heaviest player of the Chicago Bulls?,((reverse fb:phrase.prop.participant) fb:phrase.Chicago_Bulls),SELECT DISTINCT ?x1 WHERE { dbr:Chicago_Bulls dbo:participant ?x1 }
184. Who is the heaviest player of the Chicago Bulls?,((reverse fb:phrase.prop.participant) fb:phrase.2010–11_Chicago_Bulls_season),SELECT DISTINCT ?x1 WHERE { dbr:2010–11_Chicago_Bulls_season dbo:participant ?x1 }
184. Who is the heaviest player of the Chicago Bulls?,((reverse fb:phrase.prop.participant) fb:phrase.Chicago_Bull),SELECT DISTINCT ?x1 WHERE { dbr:Chicago_Bull dbo:participant ?x1 }
185. What is the time zone of Salt Lake City?,((reverse fb:phrase.prop.timeZone) fb:phrase.Salt_Lake_City),SELECT DISTINCT ?x1 WHERE { dbr:Salt_Lake_City dbo:timeZone ?x1 }
185. What is the time zone of Salt Lake City?,((reverse fb:phrase.prop.timeZone) fb:phrase.Chinatown_Salt_Lake_City),"SELECT DISTINCT ?x1 WHERE { dbr:Chinatown,_Salt_Lake_City dbo:timeZone ?x1 }"
185. What is the time zone of Salt Lake City?,((reverse fb:phrase.prop.timeZone) fb:phrase.Salt_Lake_City_Weekly),SELECT DISTINCT ?x1 WHERE { dbr:Salt_Lake_City_Weekly dbo:timeZone ?x1 }
186. Which languages are spoken in Estonia?,(fb:phrase.prop.language (fb:phrase.prop.spokenIn fb:phrase.Estonia)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:spokenIn dbr:Estonia . ?x2 dbo:language ?x1 }
186. Which languages are spoken in Estonia?,(fb:phrase.prop.language (fb:phrase.prop.spokenIn fb:phrase.Miss_Estonia)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:spokenIn dbr:Miss_Estonia . ?x2 dbo:language ?x1 }
186. Which languages are spoken in Estonia?,(fb:phrase.prop.language (fb:phrase.prop.spokenIn fb:phrase.Turva_Estonia)),"SELECT DISTINCT ?x2 WHERE { ?x1 dbo:spokenIn dbr:Turva,_Estonia . ?x2 dbo:language ?x1 }"
187. How many seats does the home stadium of FC Porto have?,(count (fb:phrase.prop.origin ((reverse fb:phrase.prop.homeStadium) fb:phrase.FC_Porto))),SELECT DISTINCT (count(DISTINCT ?x2) AS ?x1) WHERE { dbr:FC_Porto dbo:homeStadium ?x3 . ?x2 dbo:origin ?x3 }
187. How many seats does the home stadium of FC Porto have?,(count (fb:phrase.prop.origin ((reverse fb:phrase.prop.homeStadium) fb:phrase.FC_Porto_handball))),SELECT DISTINCT (count(DISTINCT ?x2) AS ?x1) WHERE { dbr:FC_Porto_(handball) dbo:homeStadium ?x3 . ?x2 dbo:origin ?x3 }
187. How many seats does the home stadium of FC Porto have?,(count (fb:phrase.prop.origin ((reverse fb:phrase.prop.homeStadium) fb:phrase.FC_Porto_basketball))),SELECT DISTINCT (count(DISTINCT ?x2) AS ?x1) WHERE { dbr:FC_Porto_(basketball) dbo:homeStadium ?x3 . ?x2 dbo:origin ?x3 }
188. How did Michael Jackson die?,((reverse fb:phrase.prop.deathCause) fb:phrase.The_Essential_Michael_Jackson),SELECT DISTINCT ?x1 WHERE { dbr:The_Essential_Michael_Jackson dbo:deathCause ?x1 }
188. How did Michael Jackson die?,((reverse fb:phrase.prop.flag) fb:phrase.The_Essential_Michael_Jackson),SELECT DISTINCT ?x1 WHERE { dbr:The_Essential_Michael_Jackson dbo:flag ?x1 }
188. How did Michael Jackson die?,((reverse fb:phrase.prop.voice) fb:phrase.The_Essential_Michael_Jackson),SELECT DISTINCT ?x1 WHERE { dbr:The_Essential_Michael_Jackson dbo:voice ?x1 }
189. What is the height of Amazon Eve?,((reverse fb:phrase.prop.height) fb:phrase.Amazon_Eve),SELECT DISTINCT ?x1 WHERE { dbr:Amazon_Eve dbo:height ?x1 }
189. What is the height of Amazon Eve?,((reverse fb:phrase.prop.height) fb:phrase.Amazons),SELECT DISTINCT ?x1 WHERE { dbr:Amazons dbo:height ?x1 }
189. What is the height of Amazon Eve?,((reverse fb:phrase.prop.height) fb:phrase.Amazon),SELECT DISTINCT ?x1 WHERE { dbr:Amazon dbo:height ?x1 }
190. Which movies star both Liz Taylor and Richard Burton ?,(fb:phrase.prop.picture (and (fb:phrase.prop.principal fb:phrase.Liz_The_Elizabeth_Taylor_Story) fb:phrase.Richard_Burton)),SELECT DISTINCT ?x3 WHERE { ?x1 dbo:principal dbr:Liz:_The_Elizabeth_Taylor_Story . FILTER (?x1 = dbr:Richard_Burton) . ?x1 fb:type.object.type ?x2 . ?x3 dbo:picture ?x1 }
190. Which movies star both Liz Taylor and Richard Burton ?,(fb:phrase.prop.picture (and (fb:phrase.prop.principal fb:phrase.Liz_The_Elizabeth_Taylor_Story) fb:phrase.Richard_Burtons_Hamlet)),SELECT DISTINCT ?x3 WHERE { ?x1 dbo:principal dbr:Liz:_The_Elizabeth_Taylor_Story . FILTER (?x1 = dbr:Richard_Burton's_Hamlet) . ?x1 fb:type.object.type ?x2 . ?x3 dbo:picture ?x1 }
190. Which movies star both Liz Taylor and Richard Burton ?,(fb:phrase.prop.picture (and (fb:phrase.prop.principal fb:phrase.Liz_The_Elizabeth_Taylor_Story) fb:phrase.Hilarie_Burton)),SELECT DISTINCT ?x3 WHERE { ?x1 dbo:principal dbr:Liz:_The_Elizabeth_Taylor_Story . FILTER (?x1 = dbr:Hilarie_Burton) . ?x1 fb:type.object.type ?x2 . ?x3 dbo:picture ?x1 }
191. Give me English actors starring in Lovesick .,(and fb:phrase.English (fb:phrase.prop.artist (fb:phrase.prop.starring fb:phrase.Lovesick_Blues))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 dbo:starring dbr:Lovesick_Blues . dbr:English dbo:artist ?x1 . FILTER (?x2 = dbr:English) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
191. Give me English actors starring in Lovesick .,(and fb:phrase.English (fb:phrase.prop.artist (fb:phrase.prop.starring fb:phrase.Torasans_Lovesick))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 dbo:starring dbr:Tora-san's_Lovesick . dbr:English dbo:artist ?x1 . FILTER (?x2 = dbr:English) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
191. Give me English actors starring in Lovesick .,(and fb:phrase.English (fb:phrase.prop.artist (fb:phrase.prop.starring fb:phrase.Scrotal_Recall))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 dbo:starring dbr:Scrotal_Recall . dbr:English dbo:artist ?x1 . FILTER (?x2 = dbr:English) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
192. When was Jack Wolfskin founded ?,((reverse fb:phrase.prop.foundedBy) fb:phrase.Jack_Wolfskin),SELECT DISTINCT ?x1 WHERE { dbr:Jack_Wolfskin dbo:foundedBy ?x1 }
192. When was Jack Wolfskin founded ?,((reverse fb:phrase.prop.established) fb:phrase.Jack_Wolfskin),SELECT DISTINCT ?x1 WHERE { dbr:Jack_Wolfskin dbo:established ?x1 }
192. When was Jack Wolfskin founded ?,((reverse fb:phrase.prop.foundedBy) fb:phrase.Wolfskin),SELECT DISTINCT ?x1 WHERE { dbr:Wolfskin dbo:foundedBy ?x1 }
193. How many people live in the capital of Australia ?,(count (fb:phrase.prop.family (fb:phrase.prop.party ((reverse fb:phrase.prop.capital) fb:phrase.Australia)))),SELECT DISTINCT (count(DISTINCT ?x2) AS ?x1) WHERE { dbr:Australia dbo:capital ?x3 . ?x4 dbo:party ?x3 . ?x2 dbo:family ?x4 }
193. How many people live in the capital of Australia ?,(count (fb:phrase.prop.family (fb:phrase.prop.party ((reverse fb:phrase.prop.capital) fb:phrase.For_Australia)))),SELECT DISTINCT (count(DISTINCT ?x2) AS ?x1) WHERE { dbr:For_Australia dbo:capital ?x3 . ?x4 dbo:party ?x3 . ?x2 dbo:family ?x4 }
193. How many people live in the capital of Australia ?,(count (fb:phrase.prop.family (fb:phrase.prop.party ((reverse fb:phrase.prop.capital) fb:phrase.Airservices_Australia)))),SELECT DISTINCT (count(DISTINCT ?x2) AS ?x1) WHERE { dbr:Airservices_Australia dbo:capital ?x3 . ?x4 dbo:party ?x3 . ?x2 dbo:family ?x4 }
194. What is the biggest stadium in Spain ?,(fb:phrase.prop.ground fb:phrase.Spain),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:ground dbr:Spain }
194. What is the biggest stadium in Spain ?,(fb:phrase.prop.ground fb:phrase.Vilches_Spain),"SELECT DISTINCT ?x1 WHERE { ?x1 dbo:ground dbr:Vilches,_Spain }"
194. What is the biggest stadium in Spain ?,(fb:phrase.prop.ground fb:phrase.Toledo_Spain),"SELECT DISTINCT ?x1 WHERE { ?x1 dbo:ground dbr:Toledo,_Spain }"
195. When did the Boston Tea Party take place ?,((reverse fb:phrase.prop.place) fb:phrase.Tea_Party_Express),SELECT DISTINCT ?x1 WHERE { dbr:Tea_Party_Express dbo:place ?x1 }
195. When did the Boston Tea Party take place ?,((reverse fb:phrase.prop.place) fb:phrase.Boston_Tea_Party),SELECT DISTINCT ?x1 WHERE { dbr:Boston_Tea_Party dbo:place ?x1 }
195. When did the Boston Tea Party take place ?,((reverse fb:phrase.prop.place) fb:phrase.Tea_Party_Patriots),SELECT DISTINCT ?x1 WHERE { dbr:Tea_Party_Patriots dbo:place ?x1 }
196. Was Sigmund Freud married ?,((reverse fb:phrase.prop.spouse) fb:phrase.Sigmund_Freud),SELECT DISTINCT ?x1 WHERE { dbr:Sigmund_Freud dbo:spouse ?x1 }
196. Was Sigmund Freud married ?,((reverse fb:phrase.prop.child) fb:phrase.Sigmund_Freud),SELECT DISTINCT ?x1 WHERE { dbr:Sigmund_Freud dbo:child ?x1 }
